source,title,company,location,salary_min,salary_max,salary_mid,salary_text,skills,specialty,published_at,url
trudvsem,инженер-программист,"ЯКУТСКАЯ БОЛЬНИЦА ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ЗДРАВООХРАНЕНИЯ ""ДАЛЬНЕВОСТОЧНЫЙ ОКРУЖНОЙ МЕДИЦИНСКИЙ ЦЕНТР ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА""",Республика Саха (Якутия),80000.0,90000.0,31157.0,80000 – 90000,,Software Engineer,,https://trudvsem.ru/vacancy/card/b416e760-e55a-11ec-ba26-550ed7335bbe/cd2f4ce0-f7f6-11f0-8628-a3cca5294b78
trudvsem,Программист,"СПБ ГБУЗ ""ПНД № 1""",Город Санкт-Петербург,50000.0,55000.0,190000.0,50000 – 55000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1027800546839/c4a1db55-2ad0-11ee-b928-9586bb63c653
trudvsem,ведущий инженер-программист,"ГБУЗ СК ""ЕССЕНТУКСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА""",Ставропольский край,44880.0,52800.0,165000.0,44880 – 52800,,Software Engineer,,https://trudvsem.ru/vacancy/card/1052600130384/8438d150-0263-11f1-898d-efbed997232f
trudvsem,Техник-программист,"СПБ ГБУ ""ИМЦ""",Город Санкт-Петербург,57301.0,180000.0,85000.0,57301 – 180000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1147847002203/6bad20b8-3c6f-11f0-bd48-cb26dff57dd7
trudvsem,Ведущий программист,"ГУ ""ППСЦ""",Пензенская область,36353.0,45442.0,76200.0,36353 – 45442,,Software Engineer,,https://trudvsem.ru/vacancy/card/1065836024870/c30438f8-3965-11f1-9a2a-17c964ea3db7
trudvsem,Программист,"СПБ ГБУ ""ИМЦ""",Город Санкт-Петербург,150000.0,180000.0,60000.0,150000 – 180000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1147847002203/f0a1d798-9862-11ef-aaa4-e7d0d2cf29b1
trudvsem,Инженер-программист,"МКУ ""ЦБ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ БУДЕННОВСКОГО РАЙОНА Г. ДОНЕЦКА""",Донецкая Народная Республика,48000.0,50000.0,60000.0,48000 – 50000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1249300001917/962c2178-43a7-11f1-aa71-659f9ad1813b
trudvsem,Инженер-программист,"КГБУЗ ""ККЦО""",Хабаровский край,65770.0,75600.0,60000.0,65770 – 75600,,Software Engineer,,https://trudvsem.ru/vacancy/card/f276f190-a060-11ee-af52-295bfdef1967/7287ed80-cb48-11f0-b639-553e803ebf89
trudvsem,Ведущий программист 1 С,"АО ""ХАБАРОВСКИЙ АЭРОПОРТ""",Хабаровский край,123889.0,123889.0,150000.0,123889 – 123889,"ГП 2022. Ведущий программист 1С, ВПО, опыт 1 год Ответственность",ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/d97ce610-0453-11eb-9d6c-b905beff6f7a/93479cd8-2cb6-11f1-b896-f7acc8f2fb19
trudvsem,Программист 1С,"ООО ""СТЦ""",Город Санкт-Петербург,100000.0,100000.0,58850.5,100000 – 100000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1037804018614/aa29ed08-3fde-11f1-9ac5-21d70050d784
trudvsem,Инженер-программист,Краснокутское лётное училище гражданской авиации имени заслуженного пилота СССР Васина И.Ф.,Саратовская область,80000.0,100000.0,150000.0,80000 – 100000,,Software Engineer,,https://trudvsem.ru/vacancy/card/575940c0-4627-11ee-9064-dd0276383d19/32fbd6c0-326f-11f1-8290-e7914676bc4b
trudvsem,Инженер-программист,"ОАО ""ЗАВОД ""ИСЕТЬ""",Свердловская область,53200.0,95000.0,55000.0,53200 – 95000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1026600929288/d2c7aed0-3546-11f0-a66d-d549be31d974
trudvsem,Инженер - системный программист,"ЗАО ""САЛАИРСКИЙ ХИМИЧЕСКИЙ КОМБИНАТ""",Кемеровская область - Кузбасс,66300.0,66300.0,40000.0,66300 – 66300,,Software Engineer,,https://trudvsem.ru/vacancy/card/1024200661979/21949050-c6b5-11f0-9de4-c1fdc28a2fb6
trudvsem,Инженер-программист,"МКУ ""ЦБ ММО""",Ставропольский край,50000.0,50000.0,97500.0,50000 – 50000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1112651035507/0cb642d8-6212-11f0-9b7a-cb26dff57dd7
trudvsem,Ведущий программист,"ГБУЗ РТ ""ОВЮРСКАЯ ЦКБ""",Республика Тыва,42636.0,42636.0,31510.0,42636 – 42636,,Software Engineer,,https://trudvsem.ru/vacancy/card/1021700606685/6e77eaf8-57c2-11f0-8e74-e7d0d2cf29b1
trudvsem,Инженер-программист (по микроконтроллерам),"АО ""АБС ЗЭИМ АВТОМАТИЗАЦИЯ""",Чувашская Республика - Чувашия,80000.0,150000.0,28546.5,80000 – 150000,,Embedded / IoT,,https://trudvsem.ru/vacancy/card/1022101130314/1e590da0-2f5e-11f1-8f5f-c9fcff8a7192
trudvsem,Программист,"БУЗ ОРЛОВСКОЙ ОБЛАСТИ ""ВЕРХОВСКАЯ ЦРБ""",Орловская область,30000.0,35000.0,58450.0,30000 – 35000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1025701056028/2367df40-31a9-11f1-b21a-1b28a4f1f176
trudvsem,Программист отдела автоматизации и технического обслуживания,"МКУ ""ЦБО БМР""",Саратовская область,32353.0,32353.0,46000.0,32353 – 32353,,Software Engineer,,https://trudvsem.ru/vacancy/card/1096439001141/b6a62d98-16bd-11f1-973f-37d17022a317
trudvsem,Инженер-программист,"АО ""ТАМБОВМАШ""",Тамбовская область,60000.0,60000.0,120000.0,60000 – 60000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1026801223679/c63b98b8-4928-11f1-862b-c921de52508b
trudvsem,Программист,"ООО ""ЭЙБИКРАФТ""",Магаданская область,120000.0,120000.0,45000.0,120000 – 120000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1084910002957/0eb08668-4a68-11f1-accd-43d20294f9b3
trudvsem,программист,ЛОГБУЗ ВМНД,Ленинградская область,80000.0,80000.0,37712.0,80000 – 80000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1034700877716/17cff938-290f-11f1-a9a7-77d015db36de
trudvsem,Техник-программист,"КОУ ""СПЕЦИАЛЬНАЯ ШКОЛА № 1""",Ханты-Мансийский автономный округ - Югра,29802.0,29803.0,110000.0,29802 – 29803,,Software Engineer,,https://trudvsem.ru/vacancy/card/1028600602799/5d74f288-139b-11f1-b84b-0dca0358a466
trudvsem,Инженер-программист,"ООО ""ПУРАН СИНГ ГОГАР""",Город Москва,55000.0,60000.0,185000.0,55000 – 60000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1047796145980/22372d48-b6d7-11ef-8ddf-d549be31d974
trudvsem,Инженер - системный программист,"ФГУП ""ПОЧТА КРЫМА""",Республика Крым,38860.0,38860.0,96174.5,38860 – 38860,,Software Engineer,,https://trudvsem.ru/vacancy/card/1149102017283/04700820-f07b-11f0-ac31-6d1879456f92
trudvsem,Инженер программист,"ООО ""ИННОВАЦИОННО-ТЕХНОЛОГИЧЕСКИЙ ЦЕНТР ""АВТОТОР""",Калининградская область,60000.0,120000.0,45000.0,60000 – 120000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1053900095094/806a1c49-98f2-11ef-bb38-29eee561bb17
trudvsem,Программист 1 категории,"ООО ""ЛОГАСОФТ ПЛЮС""",Вологодская область,80000.0,80000.0,31157.0,80000 – 80000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1123528003180/317608a8-c6d8-11f0-a346-3f19de5e882c
trudvsem,Программист,"АО ""НЫТВА""",Пермский край,47000.0,54000.0,95000.0,47000 – 54000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1025902282922/5900c9e8-97a4-11f0-844a-efc3bb2eec02
trudvsem,Программист,"ГБОУ ""КОРОЧАНСКАЯ ШКОЛА-ИНТЕРНАТ""",Белгородская область,27100.0,35000.0,36000.0,27100 – 35000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1023101337819/e66d77b2-01b8-11f1-8523-db81a59d8cd5
trudvsem,Техник-программист,"ГБУ ЛНР ""СВЕРДЛОВСКИЙ КЦСОН""",Луганская Народная Республика,27093.0,30000.0,77500.0,27093 – 30000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1229400065290/ae2bfb0c-3d72-11f1-bbf9-4109eff034eb
trudvsem,Инженер-программист,"ООО ""НОВЫЙ СВЕТ""",Республика Крым,80000.0,80000.0,84000.0,80000 – 80000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1159102058004/ba278af8-7f45-11f0-885a-bdc82d0d5dcd
trudvsem,Программист,"АУ ВО ""ОБЛАСТНОЙ ЦЕНТР ""ЖЕМЧУЖИНА ДОНА""",Воронежская область,27093.0,27093.0,55000.0,27093 – 27093,,Software Engineer,,https://trudvsem.ru/vacancy/card/1023601072219/c32e5d5b-fcf8-11f0-9e65-ebfe10c720cc
trudvsem,Программист,"ГБУЗ СК ""КУРСКАЯ РБ""",Ставропольский край,27093.0,27093.0,85000.0,27093 – 27093,,Software Engineer,,https://trudvsem.ru/vacancy/card/1022600825653/16c0cc3c-f071-11f0-92f1-2f89a4ae42c8
trudvsem,Ведущий специалист - программист,АДМИНИСТРАЦИЯ ГАЙНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА,Пермский край,46058.0,46058.0,45000.0,46058 – 46058,,Software Engineer,,https://trudvsem.ru/vacancy/card/1205900007114/675a0168-fcd9-11f0-9e65-ebfe10c720cc
trudvsem,Инженер-программист,"АО ""ПРОМСЕРВИС""",Ульяновская область,50000.0,70000.0,41979.0,50000 – 70000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1027300533952/903f349d-3eda-11f1-af40-15277f213853
trudvsem,Программист 1С,"ОАО ""ХЛЕБОКОМБИНАТ""",Калужская область,75000.0,85000.0,47124.0,75000 – 85000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1024000942008/6987a0ed-fd07-11f0-9e65-ebfe10c720cc
trudvsem,Программист 1С,"ООО ""ИТБ""",Ивановская область,30000.0,55000.0,40640.0,30000 – 55000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1113702033994/9cb11398-0d63-11f1-b135-77595db25295
trudvsem,инженер-программист,МКУ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОМС ГОРОДА ВЯТСКИЕ ПОЛЯНЫ,Кировская область,29000.0,30000.0,40640.0,29000 – 30000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1084307000084/4fbec5d8-21f6-11f1-99d5-5f9d65125ca1
trudvsem,Ведущий инженер-программист,"АО ""НПО ЭЛЕКТРОМЕХАНИКИ""",Челябинская область,40000.0,88000.0,67500.0,40000 – 88000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1057407000683/d91e9a48-5618-11ef-9932-e7d0d2cf29b1
trudvsem,Программист,"ГУЗ СО ""ФЕДОРОВСКАЯ РБ""",Саратовская область,70000.0,70000.0,37500.0,70000 – 70000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1026400818619/e9990698-1236-11f1-a342-f956761ba410
trudvsem,инженер-программист,АДМИНИСТРАЦИЯ РОДНИКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА,Ивановская область,50504.0,50504.0,62500.0,50504 – 50504,,Software Engineer,,https://trudvsem.ru/vacancy/card/1023701759553/7b3a0500-d690-11f0-8fce-2f43d24e31a4
trudvsem,Программист 1С,"ООО ""КОМПАНИЯ ""ЗДОРОВАЯ ЖИЗНЬ""",Республика Марий Эл,50000.0,50000.0,55000.0,50000 – 50000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1021200767510/4018486e-2c13-11f1-b5dd-29546c10542c
trudvsem,Инженер-программист,"ГБО ДО РА ""ДШИ П. ТУЛЬСКОГО""",Республика Адыгея (Адыгея),27093.0,27093.0,50000.0,27093 – 27093,,Software Engineer,,https://trudvsem.ru/vacancy/card/1020100710794/25683c98-ef91-11f0-9535-877db9a256ca
trudvsem,Инженер-программист,МИХАЙЛОВСКАЯ ВОЕННАЯ АРТИЛЛЕРИЙСКАЯ АКАДЕМИЯ,Город Санкт-Петербург,27093.0,30000.0,200000.0,27093 – 30000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1057801208079/c6620278-f694-11f0-8628-a3cca5294b78
trudvsem,Инженер-программист 1 категории,"АО ""ЭО ЗАЭС""",Запорожская область,90462.0,90462.0,92500.0,90462 – 90462,,Software Engineer,,https://trudvsem.ru/vacancy/card/1227700626350/b58c9f08-3718-11f0-a66d-d549be31d974
trudvsem,Инженер-программист,"АО ""АНХК""",Иркутская область,72000.0,72000.0,62500.0,72000 – 72000,Достойный уровень заработной платы; Социальный пакет; Рабочее место в гор.Ангарске; Доставка служебным транспортом;,Software Engineer,,https://trudvsem.ru/vacancy/card/1023800520600/2dce0765-7465-11ee-881b-d549be31d974
trudvsem,Программист 1C,«Оборонэнерго»,Город Москва,138113.0,138113.0,57500.0,138113 – 138113,"Условия: Трудоустройство и гарантии по ТК РФ; Полная занятость; Возможность повышения квалификации за счет средств работодателя; Социальные выплаты к отпуску, значимым событиям; Частичная компенсация затрат на ДМС; График с 9.00 - 18.00; пятница до 16.45",ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1027700404797/b5e8d565-d00e-11f0-a918-eb4b7bffacc7
trudvsem,Программист 1С Junior,"ООО ""НЕЙРОСОФТ""",Ивановская область,80500.0,120000.0,27550.0,80500 – 120000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1033700080721/4d43f118-0255-11f1-ad67-3142780bee2f
trudvsem,Инженер-программист,"ООО ""ММК-ИНФОРМСЕРВИС""",Челябинская область,102996.0,138308.0,109200.0,102996 – 138308,,Software Engineer,,https://trudvsem.ru/vacancy/card/1107445001300/98b9f359-0af3-11f1-800b-fb002fddf673
trudvsem,Инженер-программист,"ГБПОУ ""КБТТК""",Кабардино-Балкарская Республика,27093.0,30000.0,50000.0,27093 – 30000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1030700201102/602b1d28-058a-11f1-972c-bf49cb61d677
trudvsem,Инженер-программист пгт. Агинское Забайкальского края,"АО ""ЧИТАЭНЕРГОСБЫТ""",Забайкальский край,40600.0,50000.0,64000.0,40600 – 50000,Ежемесячная премия.,Software Engineer,,https://trudvsem.ru/vacancy/card/1057536132323/e3d97210-2f25-11f1-8701-7ffab189dfea
trudvsem,Инженер-программист,"ФИЛИАЛ ""НИЖНЕТАГИЛЬСКИЙ ИНСТИТУТ ИСПЫТАНИЯ МЕТАЛЛОВ"" ФЕДЕРАЛЬНОГО КАЗЕННОГО ПРЕДПРИЯТИЯ ""НАЦИОНАЛЬНОЕ ИСПЫТАТЕЛЬНОЕ ОБЪЕДИНЕНИЕ ""ГОСУДАРСТВЕННЫЕ БОЕПРИПАСНЫЕ ИСПЫТАТЕЛЬНЫЕ ПОЛИГОНЫ РОССИИ""",Свердловская область,49500.0,60500.0,57500.0,49500 – 60500,,Software Engineer,,https://trudvsem.ru/vacancy/card/d6b09b30-4e3b-11ef-bdb0-d549be31d974/8c72d3a7-08be-11f1-9608-77bafd088a0d
trudvsem,Инженер-программист,"АО ""ДИНУР""",Свердловская область,62800.0,62800.0,50530.0,62800 – 62800,,Software Engineer,,https://trudvsem.ru/vacancy/card/1026601501563/68dc34c0-56fa-11f0-8b8d-d549be31d974
trudvsem,Инженер-программист,"ГБУ РО ""РБ"" В АЗОВСКОМ РАЙОНЕ",Ростовская область,27093.0,40000.0,28546.5,27093 – 40000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1026100509126/88e4b270-e0bf-11f0-a6fd-690b9f9d74c0
trudvsem,Инженер-программист,МУП ТС,Красноярский край,51283.0,62667.0,45000.0,51283 – 62667,,Software Engineer,,https://trudvsem.ru/vacancy/card/1022401486623/54074de8-3fa3-11f1-a969-bf33e0c96538
trudvsem,Техник-программист отдела информационно-поисковых систем архивных документов КПСС и общественных организаций,"КОГБУ ""ЦГАКО""",Кировская область,39000.0,41000.0,70000.0,39000 – 41000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1184350013715/48dab698-49fe-11f1-88cb-c105ed924421
trudvsem,Техник-программист,"ООО ""КРОНОС""",Ульяновская область,75000.0,80000.0,70000.0,75000 – 80000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1187325009662/e684eae8-3c8a-11f1-96a1-bd257e890366
trudvsem,Инженер-программист,"ТОГКУ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ОРГАНИЗАЦИИ ЗАКУПОК""",Тамбовская область,28500.0,33100.0,47520.0,28500 – 33100,,Software Engineer,,https://trudvsem.ru/vacancy/card/1166820066170/7696c920-065b-11f1-924f-d76efaa18f41
trudvsem,инженер-программист,"ГБУЗ ""ВОМИАЦ""",Волгоградская область,54000.0,58000.0,70000.0,54000 – 58000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1023402981777/76d56f76-e5a0-11ec-ba26-550ed7335bbe
trudvsem,Техник-программист,"ГБУСО ""АПАНАСЕНКОВСКИЙ ЦСПС И Д""",Ставропольский край,27093.0,27093.0,50000.0,27093 – 27093,,Software Engineer,,https://trudvsem.ru/vacancy/card/1062643001222/78806048-fb50-11f0-9730-057157315846
trudvsem,Инженер-программист,"ООО ""СИГНАТЕК""",Новосибирская область,180000.0,250000.0,60000.0,180000 – 250000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1025403649534/1f6a6e28-f6a9-11f0-a027-0dd543315e5a
trudvsem,Программист 1С,ИП Алиев Руслан Чингизович,Краснодарский край,130000.0,200000.0,33546.5,130000 – 200000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/5147746474134/f21dc424-449c-11f1-bb7b-cf0cb3805771
trudvsem,Инженер-программист 1С,"ООО ""МЕЖЕНИНОВСКАЯ ПТИЦЕФАБРИКА""",Томская область,110000.0,170000.0,40300.0,110000 – 170000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1027000767683/d8d041d8-5bc4-11f0-8c3e-d549be31d974
trudvsem,Программист 1С,"ООО ""ЭКРА ИТ""",Чувашская Республика - Чувашия,160000.0,160000.0,50000.0,160000 – 160000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1222100003652/d50f007c-018e-11f1-9f31-ab1bbbf5ae25
trudvsem,Программист 1с,"ООО ""ИТ-ЛЕВЕЛ""",Красноярский край,150000.0,150000.0,30000.0,150000 – 150000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1222400025935/627098e8-8eb0-11f0-b825-efc3bb2eec02
trudvsem,Инженер-программист,"АО ""СПС""",Омская область,45000.0,70000.0,27093.0,45000 – 70000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1085543014413/c3bddcc8-6107-11ef-baff-d549be31d974
trudvsem,Программист 1С,"ООО  ""КОМПАНИЯ ""КАСКАД""",Мурманская область,80000.0,140000.0,28800.0,80000 – 140000,"В связи с раширением деятельности компании франчайзи фирмы ""1С"" набираются в штат новые сотрудники программисты 1С От нас: - Интересные проекты по внедрению семейства программы фирмы ""1С"" - Возможность повышение квалификации путем сдачи на сертификаты фирмы ""1С"" - Полный соц. пакет - Оплата проезда 1 раз в 2 года до места отдыха и обратно От Вас: - Навыки программирование в среде 1С: Предприятие 8 - Знание различных программы фирмы ""1С"" и учет на предприятии будет Вашим преимуществом",ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1135190013331/d92932f2-bacd-11eb-9dd6-bf2cfe8c828d
trudvsem,"Инженер-программист, учитель информатики","МОУ ""ВСОШ №2""",Ленинградская область,30000.0,45000.0,28550.0,30000 – 45000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1024702010123/1a3af198-f8f2-11f0-8628-a3cca5294b78
trudvsem,Программист 1С,"ООО ""АЛЬФА-СОФТ ПРОГРАММЫ И СОПРОВОЖДЕНИЕ""",Краснодарский край,45000.0,90000.0,50000.0,45000 – 90000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1172375090480/be65c45b-0330-11f1-ad67-3142780bee2f
trudvsem,Программист 1С,"АО ""ЦКБ ""ЛАЗУРИТ""",Нижегородская область,143500.0,153850.0,50000.0,143500 – 153850,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1025204408910/3982049f-42fc-11f1-9e37-73ccecd88317
trudvsem,Ведущий программист,"АО ""КОНЦЕРН ВКО ""АЛМАЗ - АНТЕЙ""",Город Москва,133350.0,133350.0,50000.0,133350 – 133350,Оформление согласно ТК РФ.,Software Engineer,,https://trudvsem.ru/vacancy/card/1027739001993/99023c58-5e06-11ef-bb43-e7d0d2cf29b1
trudvsem,Техник-программист,"МАОУ ""СШ № 1 ИМЕНИ И.П. КЫТМАНОВА"" Г. ЕНИСЕЙСКА КРАСНОЯРСКОГО КРАЯ",Красноярский край,48767.0,48767.0,7789.0,48767 – 48767,,Software Engineer,,https://trudvsem.ru/vacancy/card/bca3c8a0-7dac-11ec-b866-4febb26dc4ec/a201f280-3174-11f1-9b21-e9a401f18d9b
trudvsem,Техник-программист,"ГАУ РД ""МФЦ В РД""",Республика Дагестан,28000.0,30000.0,70000.0,28000 – 30000,Опыт работы приветствуется.,Software Engineer,,https://trudvsem.ru/vacancy/card/1130572000668/d6d10718-21e0-11f1-99d5-5f9d65125ca1
trudvsem,инженер-программист,"МБОУ ""ОБРАЗОВАТЕЛЬНЫЙ КОМПЛЕКС ""ШКОЛА № 29 Г. ЙОШКАР-ОЛЫ""",Республика Марий Эл,27093.0,27093.0,112000.0,27093 – 27093,,Software Engineer,,https://trudvsem.ru/vacancy/card/1021200761438/56fd1e20-e626-11f0-9535-877db9a256ca
trudvsem,Старший инженер-программист,УПРАВЛЕНИЕ ЗАГС СК,Ставропольский край,27309.0,30039.0,30636.0,27309 – 30039,,Software Engineer,,https://trudvsem.ru/vacancy/card/1022601972502/f6b01780-f1dc-11f0-a027-0dd543315e5a
trudvsem,Консультант (программист) отдела бухгалтерского учета и отчетности,УСЗН ПО ПРАВОБЕРЕЖНОМУ РАЙОНУ,Республика Северная Осетия - Алания,40000.0,44000.0,99300.0,40000 – 44000,,Data Analyst / BI,,https://trudvsem.ru/vacancy/card/1061511017589/003d7cf8-4207-11f1-9ac5-21d70050d784
trudvsem,Инженер - программист,"ООО КОНЦЕРН ""АКСИОН""",Удмуртская Республика,150000.0,200000.0,40000.0,150000 – 200000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1141831004072/4fc79559-e954-11f0-b96a-d92b1f162aa8
trudvsem,Системный программист,"КГБУЗ ""ТРОИЦКАЯ ЦРБ""",Хабаровский край,40000.0,55000.0,85000.0,40000 – 55000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1022700812859/2ba16b50-2c9e-11f1-b5dd-29546c10542c
trudvsem,ведущий программист,"ГБУ РМЭ ""ВОЛЖСКАЯ ЦГБ""",Республика Марий Эл,27093.0,30000.0,31157.0,27093 – 30000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1121224001470/34f0c348-f1d4-11f0-a027-0dd543315e5a
trudvsem,Техник-программист,"ГБУ ""МОРДОВСКАЯ РЕСПУБЛИКАНСКАЯ СББЖ""",Республика Мордовия,27093.0,27093.0,37100.0,27093 – 27093,,Software Engineer,,https://trudvsem.ru/vacancy/card/1201300003794/2f36b5d8-3f0f-11f1-a0d4-9ff612ae1d3d
trudvsem,Программист отдела разработки цифровой среды,"ФГБОУ ВО ""ТАМБОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ Г.Р. ДЕРЖАВИНА"", ТГУ ИМ. Г.Р. ДЕРЖАВИНА",Тамбовская область,27100.0,27100.0,40000.0,27100 – 27100,,Software Engineer,,https://trudvsem.ru/vacancy/card/1026801156689/df6bca18-2756-11f1-ba68-e7fd5bf5650b
trudvsem,инженер-программист,"ГКУ СЗ РК ""ЦЕНТР СОЦИАЛЬНОЙ РАБОТЫ РЕСПУБЛИКИ КАРЕЛИЯ""",Республика Карелия,22352.0,22352.0,32500.0,22352 – 22352,,Software Engineer,,https://trudvsem.ru/vacancy/card/1021000516426/9832b848-3fb4-11f1-af40-15277f213853
trudvsem,Ведущий инженер- программист,"АО ""НПФ ""МИКРАН""",Томская область,50000.0,300000.0,52500.0,50000 – 300000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1087017011113/4d373ab8-99b9-11f0-844a-efc3bb2eec02
trudvsem,Инженер-программист (С/С++),"АО ""НПО ""ПРИБОР""",Город Санкт-Петербург,120000.0,160000.0,45000.0,120000 – 160000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1037800003856/5a4b0740-ba4d-11f0-93eb-c3084e6d8ff5
trudvsem,Техник-программист,"ООО ""ТИПОГРАФИЯ""",Амурская область,55000.0,55000.0,150000.0,55000 – 55000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1052800085821/ff907a58-4607-11f1-aa71-659f9ad1813b
trudvsem,Инженер-программист 1С,"ООО ""САНТЕХКОМПЛЕКТ""",Московская область,150000.0,180000.0,32000.0,150000 – 180000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1037739344719/8abbb7d0-2e9c-11f1-8bef-792d1d3371ad
trudvsem,Программист 2 категории отдела разработки и сопровождения программного обеспечения,"ФГБОУ ВО ""РОСТОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ"", ФГБОУ ВО РГУПС, РГУПС",Ростовская область,37813.0,37813.0,50000.0,37813 – 37813,,Software Engineer,,https://trudvsem.ru/vacancy/card/1026103709499/d4b17da8-494c-11f1-ab4d-756dc9627e75
trudvsem,Ведущий программист отдела сопровождения программного комплекса 1С,"МКУ ""ЦИТИТО""",Иркутская область,52500.0,52500.0,57986.0,52500 – 52500,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1023800836454/6a02f38f-46d6-11f1-8e97-0164d64c91c4
trudvsem,Инженер-программист 1С,"ООО ""АСК-ЦИФРА""",Свердловская область,40000.0,70000.0,28546.5,40000 – 70000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/1226600026993/f43e77bd-8893-11f0-bb3d-efc3bb2eec02
trudvsem,ведущий инженер-программист 1С,"ООО ""Газпром Межрегионгаз""",Белгородская область,66000.0,79000.0,300000.0,66000 – 79000,,ERP / 1C / SAP,,https://trudvsem.ru/vacancy/card/5147746474134/0faac834-f853-11f0-9371-89c9d6d3f3fc
trudvsem,Программист,"ООО ""ПРЕКРАСНАЯ ЖИЗНЬ""",Камчатский край,80000.0,80000.0,39999.5,80000 – 80000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1224100002411/c75c2d9a-11f6-11f1-b595-a13c6f34b652
trudvsem,Программист,"ООО ""ФАЭРФОКС""",Камчатский край,85000.0,85000.0,42266.0,85000 – 85000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1224100003489/9f70a9b0-0bab-11f1-8053-7d02f7782fc0
trudvsem,Программист,"ООО ""АЗИЯ МИКС""",Камчатский край,80000.0,80000.0,52000.0,80000 – 80000,,Software Engineer,,https://trudvsem.ru/vacancy/card/1214100002764/1e6f2ff0-0c7b-11f1-babf-a582caf9364c
trudvsem,ПРОГРАММИСТ,ИП ЧАПЛИНСКАЯ Т. К.,Камчатский край,85000.0,85000.0,42500.0,85000 – 85000,,Software Engineer,,https://trudvsem.ru/vacancy/card/308410117900021/585465e0-8851-11f0-bb3d-efc3bb2eec02
